[MAIN]: START
[ENV]: Started init Environment
[ENV]: ACTIONS_SPACE: 257
[ENV]: Finished init Environment
[TRAIN]: actions: 257, observations: 12
[TRAIN]: CUDA: True
[TRAIN]: (1): action: 26, observation: (1, 4.814318112467942, 0.0, 0.2511487728551902, 0.71487189149458, 1.298611360039865, 7.480219882041653, 12.042771878799476, 7.711449370178768, 6.8030287387516815, 0.7450134115475262, 18.29698426938661), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 63, observation: (1, 2.8894523729083224, 0.4537241703727861, 0.15768443665732879, 0.5519134521131652, 7.472780019190383, 1.0833798444319473, 22.287920158690792, 16.906490716665942, 16.66837848098932, 4.537639314291401, 13.822628722142854), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 244, observation: (1, 1.2108860148356264, 0.5, 0.030771268612143854, 0.45684515431778683, 10.242438432947754, 3.332276712876892, 3.203853538797477, 43.83843467358857, 6.196718224606686, 11.637582198985347, 6.567648301256302), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 32, observation: (1, 0.26587890028603955, 0.5, 0.774928289261669, 0.4177734376626385, 3.973474198676265, 12.793145219417354, 25.644578482209454, 4.044487931138645, 12.326543409313501, 4.852951104551814, 0.7678589474146508), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 189, observation: (1, 1.9490415605907918, 0.4283789002860396, 0.5324872487020182, 0.7959372635129479, 3.3310104586318277, 10.154787896901368, 6.241251990778544, 0.8983158256436732, 2.6575974852231434, 0.9773001732085387, 6.335167414240952), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 115, observation: (1, 7.047478534728622, 0.5, 0.7195942537954266, 0.5058104872575077, 9.724846245038952, 10.10897813089781, 3.119203345776211, 37.09189396361088, 20.340313765854432, 0.12088723766814567, 37.79705441214415), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 106, observation: (0, 0.04186904418949509, 0.5, 0.08575197504715226, 0.022918666647407382, 15.896745327906421, 1.966044348018494, 19.347223974518002, 5.781007479189492, 13.620709042441213, 5.646101135089713, 9.288015451706816), rho: 0.4, reward: 5.375607013702393 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 143, observation: (0, 0.29615466394870843, 0.5, 0.6260421201139102, 0.40528887369378264, 13.89646530885058, 13.248137580979067, 1.5400651071114715, 1.4193111906725013, 6.870726899664895, 1.114022066479222, 9.876297521798376), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 231, observation: (0, 0.1709378775179384, 0.4961546639487085, 0.762105395536065, 0.9087596767728315, 19.528641797271295, 3.0690105616320573, 3.6849257915084492, 6.807058247978771, 8.264561388848819, 0.43673341328878923, 12.734480966219845), rho: 0.4, reward: 6.503432750701904 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 231, observation: (0, 1.344914621142709, 0.5, 0.5943632690428495, 0.44643911392542934, 4.089874706051043, 4.933085529799029, 6.026895053008698, 5.120249768109403, 0.577213650741648, 5.741469102698357, 5.768673271028652), rho: 0.4, reward: 5.1519365310668945 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 153, observation: (0, 1.4686972892309873, 0.5, 0.8895165309921936, 0.8701099803512756, 26.796040079351112, 0.012574020300877953, 7.944963105752491, 3.451857535054497, 9.252534156049403, 4.391041234757435, 7.227987662608425), rho: 0.4, reward: 6.426355838775635 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 211, observation: (0, 1.6548892229914909, 0.5, 0.5043368975805234, 0.17472537862581283, 18.165473765300334, 7.902110983109135, 4.132228753708137, 3.757404104200135, 4.110940871714223, 8.20085639476035, 0.09434297198130556), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 62, observation: (0, 1.9390013556555272, 0.5, 0.6609703174937477, 0.6614080380452763, 9.663992841739997, 3.085218853850824, 15.579149370055125, 0.9389848110113186, 28.70789468684055, 8.128504382550004, 20.064541731866008), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 243, observation: (0, 4.739520327367341, 0.5, 0.8027771823601053, 0.8396373328275845, 0.0379153229902505, 18.331703613498526, 15.620191374319692, 3.99688091734863, 2.756049916164496, 16.37214594021326, 1.6235079300050268), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 84, observation: (0, 0.11906816851687539, 0.5, 0.026973314828026007, 0.6586107937049107, 6.609262814461881, 2.462242994628541, 16.135384217247832, 3.1735530674677106, 2.0826899115212196, 33.44777334285717, 22.89985198002327), rho: 0.4, reward: 5.216257095336914 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (19): action: 248, observation: (0, 3.1111106329115477, 0.5, 0.8975449321356855, 0.23992818505963198, 0.1823246682681871, 1.5870201771859973, 6.591920215180883, 5.029488412177059, 1.1554833122456634, 9.302255533176098, 2.7370742121939773), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (19/2000): reward: 16.26520311832428, rho: 0.4000000000000001, rates: 1.513260155916214
[TRAIN]: (20): action: 171, observation: (1, 0.12515762446404927, 0.0, 0.19308582791818218, 0.07357330677066509, 10.954054012259736, 12.032144329701913, 6.103619996111737, 10.878322813002278, 2.2833440777868654, 11.995530305988563, 10.962346196947948), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 5, observation: (1, 3.732400688885183, -0.15609237553595073, 0.9671399861659818, 0.9921270789869934, 1.6270279541115302, 9.005152590133303, 3.6187174129440045, 27.67461986334976, 1.1896077714086735, 14.942061394972871, 9.915875568517725), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 94, observation: (1, 0.395524824355754, 0.5, 0.3514364159906467, 0.6989961450329105, 3.6381152534854175, 3.296258976168873, 12.274605565869471, 8.741166218478746, 23.21626165372502, 2.3206981326406737, 1.1427089059692424), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 161, observation: (1, 1.7422294278935193, 0.5, 0.8347284051642893, 0.41636572255936277, 21.503746175950734, 0.1574207472633782, 5.744261605375648, 3.644195047406795, 0.8454172631215179, 0.42621408781221365, 10.291550135955037), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 5, observation: (1, 4.700884986185243, 0.5, 0.9494760481934545, 0.9860129002602661, 5.8317936089905125, 5.798166025582416, 4.937358170234889, 2.463568971200936, 0.8674803531319317, 0.9122054441893952, 13.089973983504251), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 114, observation: (1, 0.12638086314921382, 0.5, 0.8568047974238973, 0.019531858872524732, 5.01615452557616, 9.7268420782227, 2.913410984822149, 6.09391380839086, 9.866786842764874, 22.572836661396423, 37.58498811305414), rho: 0.4, reward: 0.5132094025611877 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 21, observation: (1, 0.12013257795352648, 0.5, 0.7562889165186051, 0.33998827903113094, 7.067131403641238, 16.055915169213904, 4.919264473270272, 22.235859519326606, 4.1900161894900965, 19.17630721317449, 5.569767571645662), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 195, observation: (1, 0.16696939300073785, 0.02013257795352652, 0.9532383250680642, 0.22121261950227167, 8.391026250411553, 6.432426171354719, 5.02425335775201, 15.606668691033258, 10.055604737190048, 0.5610726101413699, 11.154767559380442), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 20, observation: (1, 8.701294132535955, 0.11210197095426437, 0.25548934054358763, 0.9474153691735959, 1.1199554452864007, 9.231411173528738, 7.4291968740474, 1.2222695627054516, 0.4065229602443722, 9.178550018758976, 25.398328105727796), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 148, observation: (1, 0.10017148581755371, 0.5, 0.24268613407754247, 0.3441312296556712, 16.360513422934343, 38.00511959951151, 11.925576669385524, 0.45899431934992346, 0.8878590862166119, 0.6080399347621854, 2.2931852864189217), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 107, observation: (0, 0.19087967166086683, 0.22517148581755375, 0.10501999378180582, 0.8684709232921034, 4.477604357599517, 2.1901753867666636, 0.36983280005748187, 0.3122632201846094, 1.7350555409728827, 2.1485290081049633, 28.121901415263288), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 125, observation: (0, 0.7142582273291269, -0.052698842521579414, 0.5065125117594506, 0.44323550529909606, 4.350009651847232, 6.921738961172519, 0.22464867078611353, 15.630787648237, 12.79369623488542, 3.6434531724414527, 13.525369019321115), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 253, observation: (0, 0.039706428570648905, 0.23030938480754753, 0.17291913382663726, 0.6282322432460783, 3.7835094051958347, 2.7752790538717447, 25.319825661124984, 16.26312765650581, 12.16625536430561, 0.33435190067089166, 1.0013682091859404), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 216, observation: (0, 0.4347505599133125, -0.2737341866218035, 0.6493772456061, 0.7090851257995495, 7.082293208833241, 1.3902989346138601, 21.956211292062147, 8.317131769722288, 9.047312161494457, 1.5805060864155656, 4.113476728623134), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 79, observation: (0, 6.965077965942224, -0.04523362670849096, 0.6467646955397462, 0.02154878634116586, 2.748171866468789, 13.631057901096174, 11.94910343410787, 14.202025366818603, 0.5606058618262859, 29.725173069231197, 12.108289598124152), rho: 0.4, reward: 0.0 - 2, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 144, observation: (0, 0.4069138978139418, 0.5, 0.5945770087220537, 0.388398684823138, 18.82560576646177, 1.0439134536988017, 15.649310276062128, 29.90077842138851, 0.6672733611507251, 1.5316439274196503, 21.7435164734572), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 30, observation: (0, 0.01965866851806928, 0.3819138978139418, 0.07761703091503824, 0.6851078556384774, 0.7156286631563429, 4.344302831247079, 18.511789818431705, 10.806339363966174, 16.023235235799852, 19.324078198859112, 9.716399945897411), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 243, observation: (0, 0.19910195008553844, 0.19532256633201112, 0.21090457791675155, 0.14318824965794275, 4.5225012952162755, 5.727817187537156, 0.972796921153116, 6.50526175145771, 3.032552661777129, 15.730305662661024, 2.295386286371482), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 93, observation: (0, 1.64759037164506, -0.03682548358245041, 0.9218920769850764, 0.6600892914523698, 2.419580073681444, 7.5297071301994745, 3.9400424491176276, 1.332302755276216, 29.785591907692663, 4.558645235663433, 0.17549310707896446), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20): action: 143, observation: (0, 1.4149278070627485, 0.5, 0.5771277016381964, 0.01207042679952186, 1.7112798480396068, 7.403895330235271, 30.343829690604057, 1.9984370999430598, 2.8400338556779765, 6.550288815268475, 2.7585197501522), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (20/2000): reward: -17.486790597438812, rho: 0.4000000000000001, rates: 0.025660470128059387
[TRAIN]: (21): action: 229, observation: (1, 0.08839187967112877, 0.0, 0.07133966741815045, 0.28966811091493094, 2.7798840466808095, 15.966866362315454, 2.1089444127541648, 14.23094293735906, 6.109115078832447, 24.43466444228614, 31.92718031095449), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 6, observation: (1, 6.807701754826709, -0.1366081203288712, 0.4639557313108881, 0.9085417297805212, 8.761595705726497, 3.20030201006003, 21.62041946793357, 6.8734757577687455, 3.9215194803725604, 0.3853505620570904, 20.80437060976971), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 143, observation: (1, 1.6211432659961524, 0.5, 0.2627612288081437, 0.7728920847615426, 0.0720903727095564, 3.59282526982631, 4.083509613829847, 10.885696993612088, 14.44188531025257, 27.97445190401838, 5.5470296148375855), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 225, observation: (1, 0.19569777693252238, 0.5, 0.1182314942974827, 0.7928136756462529, 0.4411962896699553, 1.5448608786078657, 0.874454511797511, 4.861938792874497, 8.772908887439423, 2.908420429988658, 0.03893122545627829), rho: 0.4, reward: 0.030343716964125633 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 53, observation: (1, 0.15259728745130297, 0.35819777693252236, 0.7655603863189447, 0.37525299857255356, 2.4420471922557345, 0.20338318215045476, 19.65196460758775, 3.932635143517495, 13.888300806522842, 4.736580410747243, 5.800894361608458), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 139, observation: (1, 0.1510676129239038, 0.26704506438382525, 0.07079860287635353, 0.09676119656964788, 6.2666453688424495, 1.5065193969337058, 9.663097917795934, 5.081401365821874, 0.2765368136718942, 3.2742057295424636, 2.4849402255793365), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 128, observation: (1, 3.4523017761738917, 0.09936267730772907, 0.25916063843611115, 0.48578477636793815, 10.348473083790957, 11.430360654215965, 48.251192148475354, 12.783230494278088, 11.846076378211452, 9.870783041797344, 19.223596130617672), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 208, observation: (1, 0.010373441245130866, 0.5, 0.7185543717737699, 0.20131867399178627, 15.644820020147279, 12.543508896763063, 24.79091535012592, 5.009988605926427, 5.721351473298666, 3.1554650673390543, 7.037179847044284), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 27, observation: (1, 1.3371027144968253, 0.2666234412451308, 0.20793846953966266, 0.4534899384457479, 2.4987485571694026, 6.1990395638305635, 4.626316195727982, 17.00567721783527, 9.561447416169239, 16.033722366246465, 7.400201571226938), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 59, observation: (1, 5.7107692993882, 0.5, 0.9979872791808588, 0.5488110912847513, 1.0935634821219473, 1.4531387050164541, 19.34962985500846, 10.520308009258375, 1.8028654510648354, 15.573963640252881, 28.153123522602563), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 126, observation: (0, 8.31658132693524, 0.5, 0.7192477234021724, 0.6182713986515799, 7.8744740925559125, 9.35186426369063, 0.4680133267588216, 2.0742891472128053, 7.391353299471055, 31.81129505886129, 17.87827680022103), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 150, observation: (0, 7.153191169858772, 0.5, 0.8175056656725904, 0.2081898129131593, 2.1511606149233673, 19.65753632080819, 7.891042194573261, 8.09667426903897, 2.1452658374684908, 23.63875033825615, 8.091114047162538), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 208, observation: (0, 2.344792893122247, 0.5, 0.5463755814036202, 0.862014811630754, 0.965273360668606, 8.808959703493661, 15.354620263896997, 10.592363286716447, 14.259913554686104, 11.48135461894161, 3.361336134481594), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 251, observation: (0, 0.6405522728215067, 0.5, 0.9643006927789863, 0.09011125454473112, 3.8654543366727183, 25.516284628065463, 28.53683424749258, 10.98108926094418, 18.396302954389512, 1.2767745462518219, 5.0018044970229845), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 130, observation: (0, 3.1490109609419106, 0.5, 0.456046254786459, 0.03962338984151037, 8.77697814073292, 0.7902748562713002, 2.4033889435142237, 30.056855466139453, 0.2745448991762237, 19.12422781531276, 22.218013034305883), rho: 0.4, reward: 7.204050064086914 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 10, observation: (0, 0.25061762018508205, 0.5, 0.8198046437442581, 0.9535020952846109, 4.96440747019547, 30.039847187671604, 23.807266955931944, 6.265366936711817, 4.452964470773888, 0.41835802377932263, 15.457613496618025), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 177, observation: (0, 2.1812497918982006, 0.28186762018508205, 0.9880539520165483, 0.5645546702771566, 2.109132823198333, 1.515091212914188, 22.165504938220096, 3.800761212003091, 12.705458891955388, 5.8807983171018545, 1.9468393302572549), rho: 0.4, reward: 3.6384952068328857 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 246, observation: (0, 0.1260879386123171, 0.5, 0.2800489366344626, 0.08370636453637925, 2.5447558314975045, 9.488579261021716, 2.2008191130727597, 5.874996174889764, 4.533684287843809, 0.7012540941889138, 15.422244846786331), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 126, observation: (0, 1.1233500125529516, 0.34483793861231704, 0.9588582018582746, 0.523553027890289, 27.794435072432137, 27.164469459484142, 4.4340807924701915, 36.17566030642266, 1.110310268751962, 3.0688595997385786, 58.408341190197845), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21): action: 20, observation: (0, 0.0882492813792444, 0.5, 0.02894645861464762, 0.2103604443392001, 8.783628688785807, 6.81847077813261, 13.667300851638482, 5.257117760489153, 4.397789746105153, 6.581979853226776, 22.38505293803049), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (21/2000): reward: -6.127111012116075, rho: 0.4000000000000001, rates: 0.5436444493941963
[TRAIN]: (22): action: 144, observation: (1, 0.718589801273515, 0.0, 0.11335963971758833, 0.7675202078440017, 3.3122542255712406, 2.0470281680472286, 9.54587717739854, 17.114522658011527, 23.742368982640247, 9.392382279371432, 2.2893492540027074), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 100, observation: (1, 0.09397748614305351, 0.193589801273515, 0.5833463219248567, 0.23645851072988755, 0.23644654244726532, 7.038773952859917, 2.166576408980699, 19.55229659223828, 35.04053909184438, 5.405685089731488, 11.519322811232843), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 137, observation: (1, 6.2565652170995225, -0.03118271258343147, 0.9169286265746325, 0.6339823425976951, 10.29233659659203, 10.877694271142783, 1.0415174938768337, 2.69662329113106, 5.967368669265581, 8.641071298859952, 27.090903010687164), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 36, observation: (1, 3.357945050425899, 0.5, 0.8552282268986824, 0.47714656485317786, 21.29919046912733, 16.63793332202399, 2.717098621137963, 12.933691778932841, 29.176957873581767, 9.469346967237081, 18.468842525680934), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 101, observation: (1, 0.10515336045500806, 0.5, 0.4484307617923746, 0.35250216747001506, 20.899091667902063, 3.9035350026204267, 1.4973644630238268, 8.361684805425067, 6.339245009546662, 1.960024944640772, 4.933607003887111), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 177, observation: (1, 0.09186273046025191, 0.023903360455008182, 0.214015644529312, 0.2726203286882479, 1.5214128562026348, 15.023603294384033, 4.1206097423657955, 0.3982119590779113, 3.391919381137517, 12.22321954357383, 1.128470908239278), rho: 0.4, reward: 0.04335394874215126 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 87, observation: (1, 0.7056055039564811, 0.09701609091526009, 0.24667448039254958, 0.8377607828693637, 1.0329387507551635, 1.7437107555322438, 1.6069410724675384, 2.7913236289520316, 7.229900674572861, 3.292046483332824, 2.104985003177639), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 231, observation: (1, 0.18488109065564626, 0.5, 0.29616251859651654, 0.38214468334499385, 7.944844987394903, 0.8990341839737441, 0.5175559202958928, 13.510559040304258, 3.6762692912817045, 0.2238997349049524, 2.171549444328329), rho: 0.4, reward: 0.36800622940063477 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 26, observation: (1, 0.7893498370253679, 0.5, 0.6885281659292035, 0.8404855135776444, 12.07851485972487, 18.22245142598259, 100.42021929902646, 26.354700316728085, 3.3796031739238086, 1.3602187154488035, 2.495416467688742), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 223, observation: (1, 0.10170077075272664, 0.5, 0.04181247732253157, 0.2144703657366137, 15.647463990839013, 12.23096935651248, 12.578833954458318, 9.110923614101445, 2.9724243429301866, 8.307034554828087, 10.105317295372853), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 168, observation: (0, 2.2052717114763336, 0.45170077075272663, 0.447953049464602, 0.4750975650586249, 2.993505660580262, 2.3283524404106273, 2.995721853261723, 18.64575447560678, 29.3218090647428, 12.74549111371118, 5.431928698117754), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 248, observation: (0, 0.1756771192798754, 0.5, 0.26045267977480147, 0.6498352820771767, 0.7918599138613274, 3.7062842442463877, 11.224029765011885, 23.29213959587193, 7.13184027307583, 23.89605871689308, 11.15948465333744), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 252, observation: (0, 3.6407554527770656, 0.4506771192798754, 0.7009114370016277, 0.8033921621581787, 4.936291668079194, 3.5151732581645625, 2.1045711297206444, 19.785348270685855, 0.5662991406560948, 13.77942591927733, 2.467439639494459), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 186, observation: (0, 3.8222005044832574, 0.5, 0.5234978096722773, 0.04329656880742805, 0.3977271452739973, 5.548401026565401, 2.981539313867254, 6.853466218096221, 22.110591582817733, 20.15262456843558, 17.44914173046987), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 14, observation: (0, 2.6862893887589627, 0.5, 0.9765524485185417, 0.04972150525505281, 1.0180271634227573, 18.376486895630183, 8.170490892788942, 0.3142806803615332, 1.2534002030616964, 7.60150839418256, 0.032801075954394646), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 19, observation: (0, 0.9258261041630798, 0.5, 0.9139245938004844, 0.3928698392453005, 6.187878801135369, 1.4798397810418291, 29.000447419918967, 5.786891476583986, 2.9950563874884035, 2.38160150016344, 4.751799052138323), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 15, observation: (0, 1.804669464153792, 0.5, 0.41959113042180507, 0.1476220721994631, 1.3151389752566343, 5.297016192977902, 37.05362014155362, 11.011196971596169, 12.942120050201973, 10.805160472643422, 0.10864816459210404), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 2, observation: (0, 0.11352877196609286, 0.5, 0.24445319452226055, 0.5247433685709155, 14.572283680123135, 6.5792356774722816, 2.899732059294848, 5.7229355091221565, 7.5254641313644965, 15.20023594594747, 9.05769439825301), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 233, observation: (0, 0.47308925451552536, 0.2385287719660929, 0.7354591718634753, 0.20474083165411538, 6.14291572571026, 9.331356021751162, 12.741638650400876, 0.2955112228334624, 8.077108506903816, 1.6146435051351844, 1.108212380581042), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22): action: 248, observation: (0, 0.020873251004543736, 0.22411802648161833, 0.2823804114472267, 0.015678529618261994, 6.083029023659831, 3.437851114501587, 2.2554152806284713, 8.001683147464254, 0.24294478700562785, 2.0185297059592995, 8.64640075900646), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (22/2000): reward: -17.588639821857214, rho: 0.4000000000000001, rates: 0.0205680089071393
[TRAIN]: (23): action: 255, observation: (1, 2.1976309958558975, 0.0, 0.18811247549473276, 0.8328066698939177, 37.070241701835286, 3.7173583517465825, 1.9246137001779644, 12.921778487390522, 22.440554769031248, 1.3468446415635023, 7.0584697992921), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (23): action: 40, observation: (1, 0.44256019719610457, 0.5, 0.03397287980374841, 0.6386776640133067, 12.703279903122288, 8.707489253883223, 1.1704482014009134, 4.058434566011752, 6.055065806650223, 3.201559643527241, 1.0834659010177252), rho: 0.4, reward: 0.2977239191532135 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (23): action: 84, observation: (1, 2.457040807566218, 0.5, 0.994852872578458, 0.5755896657431386, 6.858263895778068, 15.751987577879824, 14.79456309100291, 6.537957033119581, 11.492778085143524, 2.345597652840474, 11.818375815753999), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (23): action: 121, observation: (1, 0.4076460247503805, 0.5, 0.534671652160984, 0.9918132040069437, 11.642149560768676, 2.4869329007588235, 1.9566109183103428, 30.59973541781226, 4.617440100530671, 5.125955101989533, 0.7367825382952469), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (23): action: 128, observation: (1, 0.06568317168353464, 0.5, 0.07589980256569562, 0.12097766021860656, 32.23276430605304, 5.917654154056668, 22.512967594435544, 22.352711723213837, 9.304510868177802, 11.843096496775523, 8.573243713744015), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (23): action: 132, observation: (1, 0.9913568832795608, 0.021933171683534702, 0.4644130848283061, 0.7091084544064301, 17.198115740913163, 3.514494531149535, 2.0824348261019203, 12.983095460739618, 10.695077150731647, 0.9643100920281604, 3.419406036357236), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (23): action: 62, observation: (1, 0.5522339211401041, 0.5, 0.6228795570740405, 0.8256363562599742, 12.81644972086206, 26.16547131552515, 0.11721158204933732, 2.007184286745469, 1.9890285261192406, 9.046069216734109, 1.6380527048307418), rho: 0.4, reward: 1.0051219463348389 - 1, eps: 1.0, sample: -1, 
[TRAIN]: (23): action: 132, observation: (1, 3.771108916237532, 0.5, 0.4991737397010443, 0.9197160779470542, 15.379746263899985, 16.457097389491953, 21.316090977515177, 7.636814604986359, 3.859559975283788, 0.20525836889052299, 10.873133588392514), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
[TRAIN]: (23): action: 151, observation: (1, 7.7847289724441096, 0.5, 0.49745007419060594, 0.5753908677089807, 1.3812994368686442, 12.82336639077675, 26.417176321081502, 4.133683725311837, 10.591438843092147, 12.806069714577141, 36.79309364289513), rho: 0.4, reward: -1.0 - 0, eps: 1.0, sample: -1, 
